"industry","topic","post_covid_score","name","description"
"Restaurants & Fast Food","Open to feedback",NA,"Dunkinâ€™","Coffee and doughnut chain"
"Restaurants & Fast Food","Agility",NA,"Dunkinâ€™","Coffee and doughnut chain"
"General Retail","Work-life balance",-1.872782943,"Dunnes Stores","Irish retail and grocery chain"
"General Retail","Transparency",NA,"Dunnes Stores","Irish retail and grocery chain"
"General Retail","Toxic culture",0.134269603,"Dunnes Stores","Irish retail and grocery chain"
"General Retail","Supportive culture",-0.12944522,"Dunnes Stores","Irish retail and grocery chain"
"General Retail","Strategy",NA,"Dunnes Stores","Irish retail and grocery chain"
"General Retail","Leadership",-0.802037305,"Dunnes Stores","Irish retail and grocery chain"
"General Retail","Innovation",NA,"Dunnes Stores","Irish retail and grocery chain"
"General Retail","Open to feedback",NA,"Dunnes Stores","Irish retail and grocery chain"
"General Retail","Agility",NA,"Dunnes Stores","Irish retail and grocery chain"
"Software & IT Services","Work-life balance",0.708708099,"DXC Technology","IT services and consulting company"
"Software & IT Services","Transparency",-0.509752408,"DXC Technology","IT services and consulting company"
"Software & IT Services","Toxic culture",0.25819298,"DXC Technology","IT services and consulting company"
"Software & IT Services","Supportive culture",-0.827477796,"DXC Technology","IT services and consulting company"
"Software & IT Services","Strategy",0.391307493,"DXC Technology","IT services and consulting company"
"Software & IT Services","Leadership",0.09444828,"DXC Technology","IT services and consulting company"
"Software & IT Services","Innovation",-0.078556475,"DXC Technology","IT services and consulting company"
"Software & IT Services","Open to feedback",-0.262154768,"DXC Technology","IT services and consulting company"
"Software & IT Services","Agility",0.51281422,"DXC Technology","IT services and consulting company"
"Restaurants & Fast Food","Work-life balance",-1.423469092,"Earls Kitchen + Bar","Canadian restaurant chain and bar"
"Restaurants & Fast Food","Transparency",NA,"Earls Kitchen + Bar","Canadian restaurant chain and bar"
"Restaurants & Fast Food","Toxic culture",-3.182712507,"Earls Kitchen + Bar","Canadian restaurant chain and bar"
"Restaurants & Fast Food","Supportive culture",0.03783134,"Earls Kitchen + Bar","Canadian restaurant chain and bar"
"Restaurants & Fast Food","Strategy",NA,"Earls Kitchen + Bar","Canadian restaurant chain and bar"
"Restaurants & Fast Food","Leadership",-1.16276553,"Earls Kitchen + Bar","Canadian restaurant chain and bar"
"Restaurants & Fast Food","Innovation",NA,"Earls Kitchen + Bar","Canadian restaurant chain and bar"
"Restaurants & Fast Food","Open to feedback",NA,"Earls Kitchen + Bar","Canadian restaurant chain and bar"
"Restaurants & Fast Food","Agility",NA,"Earls Kitchen + Bar","Canadian restaurant chain and bar"
"Travel & Leisure","Work-life balance",-0.171765673,"easyJet","Low-cost British airline"
"Travel & Leisure","Transparency",NA,"easyJet","Low-cost British airline"
"Travel & Leisure","Toxic culture",2.198425394,"easyJet","Low-cost British airline"
"Travel & Leisure","Supportive culture",2.669675351,"easyJet","Low-cost British airline"
"Travel & Leisure","Strategy",NA,"easyJet","Low-cost British airline"
"Travel & Leisure","Leadership",1.57266256,"easyJet","Low-cost British airline"
"Travel & Leisure","Innovation",NA,"easyJet","Low-cost British airline"
"Travel & Leisure","Open to feedback",NA,"easyJet","Low-cost British airline"
"Travel & Leisure","Agility",NA,"easyJet","Low-cost British airline"
"Industrials","Work-life balance",-0.068907233,"Eaton","Power management and industrial firm"
"Industrials","Transparency",0.644771761,"Eaton","Power management and industrial firm"
"Industrials","Toxic culture",0.233778359,"Eaton","Power management and industrial firm"
"Industrials","Supportive culture",0.839921028,"Eaton","Power management and industrial firm"
"Industrials","Strategy",-0.332019361,"Eaton","Power management and industrial firm"
"Industrials","Leadership",0.150792415,"Eaton","Power management and industrial firm"
"Industrials","Innovation",-0.587794238,"Eaton","Power management and industrial firm"
"Industrials","Open to feedback",-0.310798432,"Eaton","Power management and industrial firm"
"Industrials","Agility",0.056087448,"Eaton","Power management and industrial firm"
"Internet","Work-life balance",0.41471181,"eBay","Online auction and shopping site"
"Internet","Transparency",1.171108024,"eBay","Online auction and shopping site"
"Internet","Toxic culture",0.708183382,"eBay","Online auction and shopping site"
"Internet","Supportive culture",2.180087543,"eBay","Online auction and shopping site"
"Internet","Strategy",0.232600378,"eBay","Online auction and shopping site"
"Internet","Leadership",0.945741969,"eBay","Online auction and shopping site"
"Internet","Innovation",0.545045304,"Twitter","Social media platform"
"Internet","Open to feedback",0.231444827,"eBay","Online auction and shopping site"
"Internet","Agility",-2.338312369,"eBay","Online auction and shopping site"
"Business Services","Work-life balance",-0.754805962,"Ecolab","Provider of water, hygiene, and energy services"
"Business Services","Transparency",1.594284859,"Ecolab","Provider of water, hygiene, and energy services"
"Business Services","Toxic culture",-0.18929395,"Ecolab","Provider of water, hygiene, and energy services"
"Business Services","Supportive culture",-0.824111124,"Ecolab","Provider of water, hygiene, and energy services"
"Business Services","Strategy",-1.180174988,"Ecolab","Provider of water, hygiene, and energy services"
"Business Services","Leadership",-0.913809886,"Ecolab","Provider of water, hygiene, and energy services"
"Business Services","Innovation",NA,"Ecolab","Provider of water, hygiene, and energy services"
"Business Services","Open to feedback",-0.517761639,"Ecolab","Provider of water, hygiene, and energy services"
"Business Services","Agility",-0.541156007,"Ecolab","Provider of water, hygiene, and energy services"
"Business Services","Work-life balance",-1.877475902,"Edelman","Global communications and PR agency"
"Business Services","Transparency",0.103367573,"Edelman","Global communications and PR agency"
"Business Services","Toxic culture",-2.338177675,"Edelman","Global communications and PR agency"
"Business Services","Supportive culture",0.343005932,"Edelman","Global communications and PR agency"
"Business Services","Strategy",-0.846429931,"Edelman","Global communications and PR agency"
"Business Services","Leadership",-0.984807281,"Edelman","Global communications and PR agency"
"Business Services","Innovation",NA,"Edelman","Global communications and PR agency"
"Business Services","Open to feedback",-0.323879548,"Edelman","Global communications and PR agency"
"Business Services","Agility",-1.757542549,"Edelman","Global communications and PR agency"
"Financial Services","Work-life balance",-0.096024648,"Edward Jones","Financial advisory firm"
"Financial Services","Transparency",-0.404758821,"Edward Jones","Financial advisory firm"
"Financial Services","Toxic culture",-0.359556032,"Edward Jones","Financial advisory firm"
"Financial Services","Supportive culture",-0.20120347,"Edward Jones","Financial advisory firm"
"Financial Services","Strategy",-0.000392212,"Edward Jones","Financial advisory firm"
"Financial Services","Leadership",0.286275648,"Edward Jones","Financial advisory firm"
"Financial Services","Innovation",NA,"Edward Jones","Financial advisory firm"
"Financial Services","Open to feedback",-0.919708102,"Edward Jones","Financial advisory firm"
"Financial Services","Agility",0.027625378,"Edward Jones","Financial advisory firm"
"Media & Entertainment","Work-life balance",0.718623851,"Electronic Arts","Video game developer and publisher"
"Media & Entertainment","Transparency",-0.150947094,"Electronic Arts","Video game developer and publisher"
"Media & Entertainment","Toxic culture",2.681914665,"Electronic Arts","Video game developer and publisher"
"Media & Entertainment","Supportive culture",0.484560112,"Electronic Arts","Video game developer and publisher"
"Media & Entertainment","Strategy",0.106217841,"Electronic Arts","Video game developer and publisher"
"Media & Entertainment","Leadership",0.286000091,"Electronic Arts","Video game developer and publisher"
"Media & Entertainment","Innovation",-1.221349039,"Electronic Arts","Video game developer and publisher"
"Media & Entertainment","Open to feedback",0.488956243,"Electronic Arts","Video game developer and publisher"
"Media & Entertainment","Agility",-0.858215399,"Electronic Arts","Video game developer and publisher"
"Insurance","Work-life balance",1.035076341,"Elevance Health","Health insurance firm formerly Anthem"
"Insurance","Transparency",-1.34871498,"Elevance Health","Health insurance firm formerly Anthem"
"Insurance","Toxic culture",-0.208520033,"Elevance Health","Health insurance firm formerly Anthem"
"Insurance","Supportive culture",-0.446486766,"Elevance Health","Health insurance firm formerly Anthem"
"Insurance","Strategy",-1.169722637,"Elevance Health","Health insurance firm formerly Anthem"
"Insurance","Leadership",-0.636075551,"Elevance Health","Health insurance firm formerly Anthem"
"Insurance","Innovation",NA,"Elevance Health","Health insurance firm formerly Anthem"
"Insurance","Open to feedback",-0.261940592,"Elevance Health","Health insurance firm formerly Anthem"
"Insurance","Agility",-0.468865583,"Elevance Health","Health insurance firm formerly Anthem"
"Life Sciences & Biopharma","Work-life balance",0.426480931,"Eli Lilly","Pharmaceutical company known for diabetes drugs"
"Life Sciences & Biopharma","Transparency",1.149338821,"Eli Lilly","Pharmaceutical company known for diabetes drugs"
"Life Sciences & Biopharma","Toxic culture",1.035230903,"Eli Lilly","Pharmaceutical company known for diabetes drugs"
"Life Sciences & Biopharma","Supportive culture",0.530080515,"Eli Lilly","Pharmaceutical company known for diabetes drugs"
"Life Sciences & Biopharma","Strategy",0.976936246,"Eli Lilly","Pharmaceutical company known for diabetes drugs"
"Life Sciences & Biopharma","Leadership",0.606769095,"Eli Lilly","Pharmaceutical company known for diabetes drugs"
"Life Sciences & Biopharma","Innovation",0.335534587,"Eli Lilly","Pharmaceutical company known for diabetes drugs"
"Life Sciences & Biopharma","Open to feedback",1.107805461,"Eli Lilly","Pharmaceutical company known for diabetes drugs"
"Life Sciences & Biopharma","Agility",-0.366172548,"Eli Lilly","Pharmaceutical company known for diabetes drugs"
"Industrials","Work-life balance",0.528156305,"Emerson","Global manufacturing and automation firm"
"Industrials","Transparency",0.434721778,"Emerson","Global manufacturing and automation firm"
"Industrials","Toxic culture",0.889632823,"Emerson","Global manufacturing and automation firm"
"Industrials","Supportive culture",1.091481232,"Emerson","Global manufacturing and automation firm"
"Industrials","Strategy",0.743327221,"Emerson","Global manufacturing and automation firm"
"Industrials","Leadership",1.314889947,"Emerson","Global manufacturing and automation firm"
"Industrials","Innovation",-0.038209472,"Emerson","Global manufacturing and automation firm"
"Industrials","Open to feedback",0.119976014,"Emerson","Global manufacturing and automation firm"
"Industrials","Agility",-0.434641448,"Emerson","Global manufacturing and automation firm"
"Financial Services","Work-life balance",1.108226497,"Empower","Retirement and financial services provider"
"Financial Services","Transparency",1.272010937,"Empower","Retirement and financial services provider"
"Financial Services","Toxic culture",1.525553384,"Empower","Retirement and financial services provider"
"Financial Services","Supportive culture",2.070707386,"Empower","Retirement and financial services provider"
