participant number,astrologicalSign,astrologicalSign_Aquarius,astrologicalSign_Aries,astrologicalSign_Cancer,astrologicalSign_Capricorn,astrologicalSign_Gemini,astrologicalSign_Leo,astrologicalSign_Libra,astrologicalSign_Pisces,astrologicalSign_Sagittarius,astrologicalSign_Scorpio,astrologicalSign_Tauras,astrologicalSign_Virgo,MBTI-style,MBTI-style_E,MBTI-style_S,MBTI-style_T,MBTI-style_J,Big5_E,Big5_O,Big5_A,Big5_C,Big5_N,Enneagram_type,Enneagram_type_1 score,Enneagram_type_2 score,Enneagram_type_3 score,Enneagram_type_4 score,Enneagram_type_5 score,Enneagram_type_6 score,Enneagram_type_7 score,Enneagram_type_8 score,Enneagram_type_9 score,outcome_HomeOwner,outcome_SatisfiedWithLife,outcome_SatisfiedWithWorkLife,outcome_SatisfiedWithRomanticLife,outcome_numberOfTimesHospitalizedInPast5Years,outcome_NumberOfServicesWithFailedPaymentsInPast5Years,outcome_numberOfPeopleWhoWouldHelpThemInEmergency,outcome_BMI,outcome_SatisfiedWithPhysicalHealth,outcome_SatisfiedWithSocialLife,outcome_HoursOfModerateExercisePerWeek,outcome_considersThemselvesReligious,outcome_EmploymentLevel,outcome_numberOfDeepEmotionalConnections,outcome_relationshipSeriousness,outcome_numberOfFeedbacksReceivedInLastYear,outcome_levelOfSuicidality,outcome_numberOfEventsPlannedInLastYear,outcome_numberOfVolunteeringsInLastYear,outcome_numberOfPromotionsInLastFiveYears,outcome_TraumaImpact,outcome_numberOfPaidWorkHoursPerWeek,householdIncomeEstimate,outcome_MeditationMinutesPerDay,outcome_Conservativeness,outcome_highestLevelOfEducation,outcome_age,outcome_femaleAs1MaleAs0,outcome_numberOfMonthsSpentInJailOrPrison,outcome_NumberOfCriminalConvictionsInLast5Years,outcome_numberOfTimesFiredInPast5Years,outcome_DietVeg,outcome_DietMediterranean,outcome_DietLowCarb,hoursOfSleepPerNight,outcome_numberOfTrainingsInLastYear,outcome_numberOfAwardsInLastYear,outcome_TimesOfPhysicalForceWithoutProvocationInLast5Years,outcome_NumberOfCrimesTheyAreVictimOfInLast5Years
417,,,,,,,,,,,,,,ISTJ,13,47,56,73,11,74,76,65,54,9,67,70,13,60,90,73,23,40,90,0,1,-1,-2,0,0,4,36.03515625,-1,-1,0.375,3,0.5,2,0,1,0,2.5,0,2.5,2,16,72500,25,-1,2,41,1,0,0,0,0,1,0,8,0,0,0,0
418,,,,,,,,,,,,,,ISFP,28,58,38,62,31,35,68,56,43,9,50,63,30,47,47,47,27,37,70,2,1,0,0,0,1,3,18.33545918,0,0,0,0,1,3,4,0,1,1,0,0,1,40,72500,0,0,2,52,1,0,0,0,0,0,0,6.5,0,0,0,0
419,,,,,,,,,,,,,,ESTJ,79,56,66,76,72,63,69,74,22,7,67,37,37,23,60,73,83,77,23,2,-1,2,2,0,0,5,26.44897959,-1,3,6,3,1,3,4,2.5,0,4.5,0,0,0,40,50000,15,2,5,62,1,0,0,0,0,1,0,7,0,0,0,0
420,,,,,,,,,,,,,,INTJ,6,41,57,74,10,75,63,51,75,5,37,50,23,73,93,80,17,37,90,0,-1,2,1,0,1,3,22.35688208,2,2,0.75,1,1,5,4,2.5,1,0,0,1,2,50,100000,5,-3,6,32,0,0,0,0,0,0,0,6,0,0,0,1
421,,,,,,,,,,,,,,ISTJ,42,51,76,89,44,63,78,71,24,8,70,63,13,27,70,47,37,70,50,2,2,3,3,0,0,5,20.60353798,1,2,3,-2,1,5,4,2.5,0,0,11,1,1,55,100000,0,-2,5,54,1,0,0,0,0,0,0,7,1,0,0,0
422,,,,,,,,,,,,,,ENTP,57,39,62,62,61,67,75,76,74,3,73,63,90,73,73,77,53,70,80,2,3,3,3,2.5,100,4,23.50780533,3,1,1.5,1,1,4,3,0,0,2.5,0,1,1,38,100000,25,1,6,34,0,0,0,1,1,0,0,6,2,4.5,1,4
423,,,,,,,,,,,,,,ISTJ,9,64,77,88,14,54,33,90,89,1,90,17,37,57,63,60,10,57,67,2,2,2,2,2.5,0,6,30.90567052,2,2,1.5,1,1,3,4,0,0,0,0,1,0,40,72500,0,3,5,56,0,0,0,0,0,1,0,6,0,0,0,1
424,,,,,,,,,,,,,,ESTP,90,49,71,44,78,42,58,69,39,7,53,53,50,53,37,67,90,87,10,3,0,3,0,0,0,8,29.58477509,-1,1,1.5,-3,1,4,4,2.5,0,1,11,1,1,52,132500,0,-1,5,46,1,0,0,0,0,0,1,6.5,0,0,0,0
425,,,,,,,,,,,,,,ISTJ,37,73,86,84,42,49,44,78,44,8,77,40,27,33,43,67,53,93,17,2,1,0,0,0,0,3,21.80159711,-1,1,0.75,-3,1,2,0,2.5,1,0,0,0,1,40,72500,0,-1,5,43,0,0,0,0,1,0,0,6,0,0,0,2
426,,,,,,,,,,,,,,ISTP,24,53,83,42,22,53,24,38,40,9,40,23,10,37,60,33,40,47,70,0,-2,-2,2,0,0,2,20.13888889,1,1,6,-3,1,0,3,7,1,0,0,0,2,36,50000,0,0,2,32,0,0,0,0,0,0,1,7,0,0,0,1
427,,,,,,,,,,,,,,ISTJ,41,73,63,73,35,43,76,64,31,6,53,67,17,50,37,77,33,53,70,3,2,2,2,0,0,3,25.51020408,3,1,3,-3,1,1,4,2.5,0,2.5,0,0,2,40,100000,0,1,3,39,1,0,0,0,0,0,0,7,0,0,0,0
428,,,,,,,,,,,,,,ESTJ,54,47,61,64,51,60,71,81,33,6,73,73,50,47,67,87,57,50,73,2,1,2,-1,0,0,5,30.48665738,2,1,1.5,1,1,3,1,1,0,1,0,1,2,54,72500,0,-1,3,56,1,0,0,0,0,1,0,6,0,0,0,0
429,,,,,,,,,,,,,,INFJ,33,31,38,66,24,65,69,57,53,4,57,73,37,67,70,70,43,57,77,2,1,-1,3,0,3,4,21.30412827,1,2,0.75,-2,0,4,4,2.5,1,2.5,0,0,0,10,50000,0,0,2,33,1,0,0,0,0,1,0,6,0,0,0,0
430,,,,,,,,,,,,,,ENFJ,67,41,50,78,56,71,82,85,39,9,83,73,63,50,70,73,67,53,83,2,2,2,3,0,5,2,30.48665738,2,2,0.375,-3,1,5,4,1,0,2.5,0,1,1,40,50000,0,2,5,38,1,0,0,0,0,0,0,8,0,0,0,0
431,,,,,,,,,,,,,,INTP,44,33,60,51,35,69,53,54,25,7,50,40,23,27,77,47,57,50,37,0,2,1,0,0,0,6,25.93388874,2,2,3,0,1,3,0,0,0,1,0,1,0,60,17500,0,1,5,51,0,0,0,0,0,0,1,6,0,1,0,0
432,,,,,,,,,,,,,,INFJ,27,12,32,78,22,93,92,68,49,9,67,80,33,67,93,57,27,17,97,2,1,2,-1,0,2,1,32.18036057,1,-2,0,1,1,3,0,1,3,0,0,0,4,40,32500,5,-3,4,48,1,0,0,0,0,0,0,6,0,0,0,0
433,,,,,,,,,,,,,,ISTJ,1,94,89,91,0,24,6,81,88,9,83,7,33,60,20,50,3,53,83,0,-2,-3,3,0,0,1,24.55869622,-3,1,0,-3,1,1,0,0,3,0,0,0,1,40,17500,0,-2,2,31,1,0,0,0,0,0,0,6.5,0,0,0,0
434,,,,,,,,,,,,,,ENFJ,57,31,50,64,60,72,83,57,22,7,43,63,27,33,77,57,57,53,43,2,2,2,3,0,0,8,24.1446787,2,1,6,3,1,6,4,7,0,2.5,0,0,2,40,32500,5,2,3,41,0,0,0,0,0,0,0,4.5,0,0,0,0
435,,,,,,,,,,,,,,ENTP,50,34,68,46,57,94,61,47,29,5,43,40,23,23,90,50,67,77,33,0,0,0,0,0,1,0,26.8744961,0,0,0,-3,0.5,0,0,0,0,0,0,0,1,25,4500,0,0,5,38,0,0,0,0,0,0,0,5,3.5,0,1,0
436,,,,,,,,,,,,,,INTJ,31,33,59,72,28,71,68,96,43,1,100,67,27,67,87,70,43,67,63,0,1,1,3,0,0,8,24.91349481,2,1,6,-3,1,3,3,2.5,0,0,0,0,0,40,100000,0,0,2,46,0,0,0,0,0,0,0,7,0,1,0,0
437,,,,,,,,,,,,,,ESFJ,64,77,39,78,53,58,89,47,10,7,20,70,0,0,27,73,77,47,70,2,2,1,-3,2.5,0,2,24.64603026,3,1,0,2,1,2,4,0,0,0,0,0,3,40,50000,0,2,6,43,1,0,0,0,0,0,0,7,0,0,0,0
438,,,,,,,,,,,,,,ESFP,57,44,52,60,63,57,67,61,32,8,50,53,53,33,43,73,47,80,33,3,1,1,2,0,0,8,40.10581711,0,1,0.75,-1,1,6,4,7,0,4.5,3,1,1,50,175000,0,1,6,56,0,0,0,0,0,0,0,8,2,1,0,0
439,,,,,,,,,,,,,,ENTJ,77,33,69,70,79,83,64,74,21,7,63,60,63,47,87,43,77,73,23,3,2,1,2,1,0,5,26.25239941,2,2,3,0,1,3,4,5,1,4.5,7.5,1,2,44,50000,0,2,2,42,1,0,0,0,0,0,0,7,0,1,0,1
440,,,,,,,,,,,,,,ENFJ,54,38,52,74,51,79,88,75,81,4,83,83,57,87,87,67,63,63,83,0,2,-1,1,2.5,3,5,18.73048907,-2,-1,0.375,-1,0,2,3,2.5,5,0,1,0,3,35,17500,0,0,4,23,1,0,0,0,0,0,0,6,0,0,2,0
441,,,,,,,,,,,,,,ENTP,81,29,58,49,71,85,88,82,7,7,83,73,50,37,87,53,90,80,40,2,2,2,-3,0,0,5,24.19081032,3,3,3,-3,1,4,0,2.5,0,2.5,0,0,0,40,50000,0,0,2,34,0,0,0,0,0,0,1,8,0,1,0,2
442,,,,,,,,,,,,,,ENTJ,89,36,54,76,83,82,76,86,17,7,90,63,70,37,87,50,90,50,27,3,3,2,3,1,0,5,26.94189921,2,3,6,-3,1,5,4,7,0,4.5,0,0,1,40,50000,0,-2,4,63,0,0,0,0,0,0,0,8,0,0,0,0
443,,,,,,,,,,,,,,ENTP,71,24,56,62,88,96,82,99,29,8,100,60,83,47,93,67,90,97,30,2,2,2,2,0,0,4,25.26202634,3,3,3,1,1,2,3,1,0,2.5,0,1,1,40,100000,5,2,5,35,0,0,0,0,0,0,0,7,0,1,0,0
444,,,,,,,,,,,,,,ESFP,62,44,44,63,69,65,65,65,43,3,53,63,63,47,63,60,57,60,60,2,2,1,2,1,1,8,21.0498179,2,2,3,2,1,6,3,5,1,2.5,3,2.5,1,40,72500,5,-2,5,31,0,0,0,0,0,0,0,6,1,2.5,1,1
445,,,,,,,,,,,,,,INTJ,28,43,59,74,29,69,63,74,43,9,77,67,27,50,77,60,27,53,73,2,1,1,2,0,0,8,22.22222222,1,2,0.75,-3,1,8,3,2.5,0,0,0,1,1,45,72500,0,-2,5,39,0,0,0,0,1,0,0,7,0,0,0,1
446,,,,,,,,,,,,,,ENFP,52,37,49,56,60,74,71,67,28,3,63,70,50,43,77,67,47,47,67,0,1,1,1,0,3,5,21.52777778,1,2,6,0,1,7,1,2.5,0,0,0,2.5,0,40,50000,15,0,4,32,0,0,0,0,0,0,0,7,0,0,0,0
447,,,,,,,,,,,,,,ISTJ,3,64,56,72,1,47,49,36,60,9,23,47,17,47,43,57,7,30,90,0,-2,-3,-3,1,0,2,21.79930796,-1,-3,0.375,0,0,2,0,2.5,1,0,0,0,0,4,17500,5,-1,2,34,0,0,0,0,0,0,0,7,0,0,0,1
448,,,,,,,,,,,,,,ISTP,3,47,60,56,4,79,54,36,67,9,27,53,17,57,83,60,3,27,90,0,-2,-3,-3,0,3,1,27.90178571,-2,-3,0,-3,0.5,1,0,0,0,0,0,0,2,35,17500,0,2,5,48,0,0,0,0,0,0,0,6,0,0,0,2
449,,,,,,,,,,,,,,ESFP,59,51,26,62,54,71,78,51,63,4,50,80,30,77,63,70,67,27,80,2,1,0,-2,0,0,15,30.5785124,1,1,0.75,-1,1,6,0,5,0,1,3,0,0,37,50000,0,-3,6,33,1,0,0,0,0,0,0,7,0,0,0,1
450,,,,,,,,,,,,,,INTP,8,2,56,41,17,97,85,32,33,5,27,50,7,3,97,40,37,77,23,0,3,3,-2,0,0,4,19.17371544,1,1,0,-2,1,1,0,7,0,0,0,0,0,45,50000,0,-3,4,27,0,0,0,0,1,0,0,4,0,0,0,0
451,,,,,,,,,,,,,,INTJ,21,41,61,81,44,53,76,63,22,8,40,40,50,30,60,47,10,70,23,2,2,3,3,0,0,3,21.30612245,3,2,6,3,1,3,4,0,1,0,0,2.5,1,40,72500,0,-1,5,32,0,0,0,0,0,1,0,7,0,0,0,0
452,,,,,,,,,,,,,,ENFP,64,43,47,54,54,85,89,78,38,2,73,83,53,47,80,77,77,53,50,3,3,3,0,0,0,3,27.9338843,0,-1,0.375,3,1,3,3,2.5,0,2.5,11,0,1,45,50000,15,3,3,71,1,0,0,0,0,0,0,7,0,0,0,0
453,,,,,,,,,,,,,,ISFP,34,46,53,57,35,68,78,85,54,6,87,90,47,27,90,93,17,70,73,2,2,2,-1,0,0,4,37.47260774,1,1,0.375,2,1,3,0,0,0,0,0,0,0,40,100000,5,3,2,22,0,0,0,0,0,0,0,6,0,0,0,0
454,,,,,,,,,,,,,,ENTJ,69,37,57,67,60,78,72,82,28,8,83,87,50,40,87,80,67,83,77,3,3,3,3,2.5,1,8,18.55735696,2,3,6,2,1,12,4,7,1,2.5,3,4.5,1,45,100000,0,2,7,35,0,0,0,0,0,0,0,6,0,1,3.5,1
455,,,,,,,,,,,,,,ENTJ,48,20,67,74,44,85,88,96,14,1,100,73,33,40,97,60,47,80,57,0,-1,-1,-2,1,0,4,26.47058824,3,3,12,-3,1,2,0,5,1,2.5,0,2.5,1,50,72500,15,1,4,41,0,0,0,0,0,1,0,7,0,0,0,0
456,,,,,,,,,,,,,,ENTP,74,36,84,58,81,68,33,67,44,7,70,23,67,30,63,40,90,83,40,3,-1,2,3,1,0,4,33.11114958,-1,1,6,-1,1,5,4,1,0,4.5,3,1,2,35,175000,5,-2,5,58,1,0,0,0,0,1,0,6.5,2,1,0,4
457,,,,,,,,,,,,,,INFP,36,39,50,63,38,49,51,64,61,4,60,53,40,57,60,67,33,37,70,0,3,3,3,0,0,1,21.49959688,3,-1,0,2,1,1,0,0,0,0,0,0,0,0,50000,0,0,5,34,0,0,0,0,0,0,0,7,0,0,0,0
458,,,,,,,,,,,,,,INFJ,34,26,39,66,26,76,92,83,42,2,83,87,33,53,90,63,30,37,87,3,1,2,1,1,0,5,26.08302909,2,1,3,-3,0.5,6,2,7,0,0,0,0,1,50,32500,5,-3,5,40,0,0,0,0,0,0,0,7,0,0,0,0
459,,,,,,,,,,,,,,ENFP,63,40,46,58,72,68,72,78,43,3,63,67,80,67,80,67,63,63,47,1,2,3,3,8.5,0,5,21.38888889,1,1,12,3,1,3,4,2.5,1,4.5,3,2.5,2,40,50000,25,2,6,52,1,0.5,0,0,1,0,0,7.5,2,2.5,2,0
460,,,,,,,,,,,,,,ESFP,53,47,51,51,50,49,63,54,26,3,50,37,43,33,50,57,47,60,50,0,1,1,3,0,0,2,31.56565657,1,1,0.375,-3,1,2,0,0,0,2.5,0,0,0,40,17500,5,0,2,37,0,0,0,0,0,0,0,8,0,0,0,0
461,,,,,,,,,,,,,,ENTP,46,34,71,54,32,81,65,67,33,5,60,37,33,47,80,47,47,60,33,0,-1,0,-2,5,2,2,31.5558802,-2,-2,6,-3,1,4,0,5,5,0,7.5,2.5,4,50,50000,0,-3,6,43,0,0,0,0,0,0,0,6,3.5,1,0,4
462,,,,,,,,,,,,,,ENFP,71,42,41,48,60,61,74,39,29,7,30,67,37,53,60,60,77,53,57,1,2,2,1,0,0,8,35.77204572,-2,1,1.5,0,1,5,4,2.5,0,1,0,0,0,45,72500,0,-2,2,39,0,0,0,0,0,0,0,7.5,0,0,0,0
463,,,,,,,,,,,,,,ISFJ,23,53,38,74,18,79,82,58,49,6,47,70,23,60,83,77,33,43,63,2,-2,-2,-2,0,0,3,22.32142857,-3,-3,0.375,3,0,2,0,0,1,0,0,0,3,18,4500,0,1,5,46,1,0,0,0,0,0,0,9,0,0,0,2
464,,,,,,,,,,,,,,INTP,39,37,54,63,35,61,67,74,49,9,73,50,33,53,53,70,53,47,80,2,3,1,3,0,0,5,32.32653061,1,3,0,0,0,3,4,1,0,1,0,0,1,10,50000,0,-1,2,35,1,0,0,0,0,0,0,7.5,0,0,0,0
465,,,,,,,,,,,,,,INTP,40,38,54,56,44,74,83,68,38,1,83,73,33,60,73,50,60,70,63,3,-1,-2,-2,0,0,3,26.47058824,-2,1,0.375,3,0,3,3,2.5,1,2.5,0,0,3,8,100000,5,1,5,36,1,0,0,0,0,0,0,8,0,0,0,1
466,,,,,,,,,,,,,,ISTJ,36,60,56,98,44,74,86,76,18,8,77,53,23,27,83,60,63,80,67,0,2,2,3,0,0,4,21.0498179,2,2,6,-3,0.5,2,4,0,0,2.5,3,2.5,2,20,72500,0,-3,5,30,1,0,0,0,0,0,0,7.5,0,0,0,0
467,,,,,,,,,,,,,,ENTP,58,36,57,53,58,64,64,75,71,4,77,63,73,77,77,77,53,70,80,2,2,1,1,2.5,1,3,11.1317199,0,2,0.375,3,1,2,4,1,1,1,3,1,2,64,50000,5,-2,5,26,1,0,2,5,1,0,0,6,1,1,1,6
468,,,,,,,,,,,,,,INFP,13,27,36,52,15,58,74,40,65,9,37,63,23,70,87,77,20,27,90,2,-1,-2,-3,0,0,1,25.33333333,-1,1,0.375,-3,1,3,0,2.5,4,2.5,3,2.5,2,50,17500,0,-2,5,32,0,0,0,0,0,0,1,5,0,0,0,4
469,,,,,,,,,,,,,,ISFJ,40,67,53,76,35,43,74,78,35,9,73,70,40,40,53,67,27,43,73,0,1,2,2,0,0,6,27.24609375,0,1,0.75,2,1,3,4,1,0,2.5,3,0,1,40,50000,5,-2,4,48,1,0,0,0,0,0,0,7,0,0,0,0
470,,,,,,,,,,,,,,INFJ,27,41,46,66,40,85,72,79,44,5,80,70,43,50,87,63,30,57,73,0,1,1,2,0,0,5,25.56495392,1,0,1.5,2,0.5,5,0,5,1,4.5,7.5,1,2,36,32500,0,-2,5,29,1,0,0,0,0,0,1,8,0,0,0,0
471,,,,,,,,,,,,,,ENFP,74,36,33,49,57,72,96,81,8,7,83,90,30,43,80,70,87,40,57,0,2,2,0,0,0,3,23.91581633,3,3,3,-3,1,3,0,0,0,0,0,0,0,40,50000,0,-1,5,43,1,0,0,0,1,0,0,7,0,0,0,0
472,,,,,,,,,,,,,,ISFJ,14,81,44,92,7,42,88,63,61,2,53,93,40,50,40,77,0,37,93,0,2,2,2,0,0,3,55.8922052,-2,3,0.375,-3,1,4,4,0,0,0,0,0,0,40,50000,0,-2,2,33,1,0,0,0,0,0,0,7,0,0,0,0
473,,,,,,,,,,,,,,ESFJ,80,58,44,72,81,60,89,78,38,7,80,90,57,33,60,60,87,73,60,2,3,3,3,0,0,10,24.64603026,2,3,0.375,2,1,5,4,5,0,2.5,3,0,0,50,225000,0,2,5,33,1,0,0,0,0,0,0,8,0,0,0,0
474,,,,,,,,,,,,,,ESTJ,79,44,59,86,81,78,64,88,46,3,93,53,87,53,67,63,80,67,47,0,1,1,-2,1,0,4,24.67037636,2,2,3,3,1,5,0,2.5,2,2.5,0,2.5,2,45,32500,15,-2,5,34,0,0,0,0,0,0,0,8,0,0,0,0
475,,,,,,,,,,,,,,ENFP,54,29,40,51,67,81,65,71,61,6,73,60,60,70,67,80,67,77,70,1,1,2,-2,1,4,4,27.60330579,-2,2,0.75,-3,0,3,1,7,2,2.5,1,1,4,25,17500,25,0,3,55,1,0,0,0,0,0,0,6,2,1,1,2
476,,,,,,,,,,,,,,INTJ,18,30,63,76,4,83,60,82,36,5,77,53,40,53,97,70,13,50,73,2,1,1,-2,0,0,3,29.28361249,1,0,0,-2,1,2,3,2.5,0,0,0,2.5,0,40,72500,5,2,2,37,0,0,0,0,0,0,0,7,2,0,0,0
477,,,,,,,,,,,,,,ENFP,71,37,43,62,79,81,78,82,44,3,83,87,87,43,80,63,53,70,63,3,3,3,3,2.5,2,3,21.14631991,3,3,0,3,1,2,4,1,3,2.5,1,0,0,40,100000,15,-1,8,44,0,0,0,1,0,0,0,8,0,1,0,0
478,,,,,,,,,,,,,,INFP,42,23,52,29,43,81,57,24,57,4,3,33,67,87,73,40,77,57,57,0,1,-3,2,0,0,4,33.71488033,-2,-1,6,1,1,2,4,2.5,2,0,0,0,3,45,32500,0,-3,2,33,1,0,0,0,0,0,0,8,0,0,0,0
479,,,,,,,,,,,,,,ISTJ,8,46,64,78,11,78,69,81,43,9,80,53,27,50,77,73,13,33,83,0,1,-1,-2,0,0,5,19.83471074,2,-1,6,-3,1,4,0,2.5,1,0,0,0,1,45,72500,0,-2,7,28,1,0,0,0,0,0,0,7,1,0,0,0
480,,,,,,,,,,,,,,ISTJ,36,49,72,78,40,74,46,71,24,5,57,30,47,50,90,57,50,67,73,0,1,1,-1,0,0,2,27.14324106,2,1,3,-3,1,3,0,1,0,0,0,0,1,35,17500,0,-1,2,33,0,0,0,0,0,1,0,9,0,0,0,0
481,,,,,,,,,,,,,,ISTJ,28,58,64,84,35,49,75,74,53,6,67,53,37,40,63,73,40,70,50,3,1,2,2,0,0,6,20.45100416,1,1,3,-3,0,3,4,2.5,0,0,0,0,0,35,72500,0,0,5,55,1,0,0,0,0,0,0,8,0,0,0,0
482,,,,,,,,,,,,,,ESTJ,84,53,58,80,82,69,78,89,32,3,93,87,83,50,63,77,83,63,80,2,2,2,2,1,1,7,25.86120485,3,2,12,2,1,3,3,7,0,2.5,3,1,0,50,132500,15,-1,6,29,0,0,0,0,0,0,0,8,0,1,0,1
483,,,,,,,,,,,,,,ISFJ,11,61,8,74,14,42,93,40,64,2,30,97,23,73,33,80,13,20,93,0,-3,-3,-3,0,3,4,36.08540212,-2,-3,3,2,1,4,0,2.5,1,0,0,1,0,40,72500,0,-2,2,33,1,0,0,0,0,0,0,7,0,0,0,0
484,,,,,,,,,,,,,,INTP,3,37,66,58,10,76,64,53,65,9,50,67,20,60,80,70,13,20,100,0,-3,-2,0,0,1,3,40,-3,-1,0,-3,0,0,0,5,4,0,0,0,3,0,17500,0,-3,2,33,0,0,0,0,0,0,0,9,1,0,0,0
485,,,,,,,,,,,,,,ISFP,28,52,31,60,36,65,83,53,33,2,63,80,33,47,73,63,37,47,73,0,3,2,3,0,0,5,29.9744898,2,2,6,-3,1,7,3,0,3,1,3,2.5,2,37.5,132500,0,-3,5,26,1,0,0,0,0,0,0,8,0,0,0,0
486,,,,,,,,,,,,,,INFP,33,42,52,44,38,74,81,72,56,9,73,77,50,50,80,73,47,57,87,2,-2,1,-3,0,0,2,22.91666667,2,1,6,-3,1,3,1,1,1,0,0,1,3,40,100000,0,-2,3,43,0,0,0,0,0,0,1,7,5,0,0,1
487,,,,,,,,,,,,,,ENTP,56,39,57,57,58,64,65,74,76,4,73,63,80,83,80,80,63,70,67,3,2,2,2,1,5,3,18.72226331,2,1,1.5,1,0.5,6,2,1,1,1,1,1,2,20,50000,15,-2,3,30,0,3.5,5,5,1,0,0,5,1,1,3.5,5
488,,,,,,,,,,,,,,ISFJ,32,53,40,82,28,64,92,68,65,6,67,87,37,67,67,83,47,20,90,2,-2,1,1,0,0,4,19.47758666,-2,2,3,-3,1,2,3,1,1,2.5,7.5,0,3,42,72500,0,-2,5,36,1,0,0,0,0,0,0,8,0,0,0,1
489,,,,,,,,,,,,,,ISTP,23,49,56,59,21,57,63,63,46,4,53,47,27,63,67,63,40,40,67,3,-1,-1,-1,0,0,2,35.05213193,-1,-1,0.75,1,0.5,2,4,1,2,0,0,0,2,25,50000,5,0,6,48,1,0,0,0,0,0,0,6.5,1,0,0,3
490,,,,,,,,,,,,,,INTP,24,30,56,46,28,78,65,64,46,5,57,57,20,70,97,57,53,63,57,0,-3,-3,2,0,3,2,28.125,-1,2,1.5,-3,1,6,3,7,2,0,0,0,2,42,17500,15,-3,3,29,0,0,0,0,0,0,0,5,1,0,2,3
491,,,,,,,,,,,,,,ENFP,57,29,43,56,60,69,76,60,39,3,67,73,67,63,73,60,67,67,43,2,1,1,1,0,3,5,39.0625,1,1,3,-2,1,6,4,7,1,2.5,3,2.5,2,42,132500,25,0,4,36,1,0,0,0,0,0,0,7,2,1,0,1
492,,,,,,,,,,,,,,ISFJ,23,50,38,77,15,75,89,65,26,2,53,87,7,27,83,57,57,73,77,3,2,2,2,0,0,5,28.01041195,1,2,12,-2,1,1,4,1,4,2.5,1,0,3,40,175000,15,-3,5,39,0,0,0,0,0,0,0,8,0,0,0,0
493,,,,,,,,,,,,,,ENFP,62,39,48,54,69,74,71,79,54,3,90,80,77,63,70,80,37,73,73,3,3,3,3,2.5,2,5,20.60353798,3,2,1.5,3,1,5,1,2.5,0,4.5,3,2.5,0,40,132500,15,3,5,26,0,0,0,0,1,0,0,8,1,1,1,0
494,,,,,,,,,,,,,,ISFJ,32,47,52,70,43,63,81,89,67,4,90,77,73,80,80,80,17,53,90,2,1,0,1,0,0,2,17.34350278,2,1,0.375,-2,0,2,4,0,4,1,0,0,1,20,50000,0,1,2,33,1,0,0,0,0,0,0,6,0,0,0,0
495,,,,,,,,,,,,,,ESTJ,87,50,64,80,83,68,72,93,28,3,93,77,90,60,77,73,83,57,73,2,2,2,3,1,0,5,24.85481631,3,3,12,2,1,3,3,2.5,0,2.5,3,1,0,56,100000,15,-1,6,29,0,0,0,0,0,0,0,8,0,1,0,1
496,,,,,,,,,,,,,,ENFJ,87,38,49,79,76,75,92,96,36,7,100,70,63,57,70,77,93,83,53,2,-1,-1,-1,0,0,5,21.72501927,1,2,6,2,0.5,5,4,0,0,4.5,3,0,2,25,100000,5,-2,2,48,1,0,0,0,0,0,1,5,0,0,0,0
497,,,,,,,,,,,,,,ENFP,57,40,53,56,60,71,69,65,26,6,73,67,43,43,80,83,73,67,57,0,2,2,3,0,0,20,23.80165289,1,2,6,-3,1,12,4,7,0,2.5,0,1,0,45,72500,0,-1,5,31,0,0,0,0,0,0,0,8,3.5,0,0,0
498,,,,,,,,,,,,,,ISFJ,24,74,51,96,35,47,69,83,56,6,87,63,43,70,37,83,23,47,73,3,2,3,2,0,0,10,23.14049587,1,2,3,-3,1,4,4,1,0,0,0,0,2,30,175000,0,-2,5,42,1,0,0,0,0,0,0,7.5,0,0,0,0
499,,,,,,,,,,,,,,INFJ,39,29,49,71,35,72,83,71,64,4,67,70,17,80,87,63,47,47,83,0,-1,1,1,0,0,2,36.67091837,0,-1,0.375,-3,1,2,4,2.5,2,2.5,0,0,2,50,32500,5,-2,2,36,0,0,0,0,0,0,0,6,0,0,0,0
500,,,,,,,,,,,,,,ISTJ,29,51,71,68,22,69,68,72,47,6,73,60,30,53,67,80,37,60,73,2,1,1,1,0,0,5,28.79295419,1,1,1.5,-3,1,5,0,7,0,6,0,1,1,50,100000,0,-2,7,40,1,0,0,0,0,0,0,8,2,0,0,0
501,,,,,,,,,,,,,,ISTJ,41,73,72,77,49,49,50,76,17,8,77,30,30,23,50,60,57,83,37,2,2,2,0,0,0,10,28.47222222,2,2,0.75,1,1,5,0,1,0,0,0,0,0,40,72500,0,-1,5,42,0,0,0,0,0,0,0,8,0,0,0,0
502,,,,,,,,,,,,,,ENTP,56,41,56,61,61,75,69,69,51,3,77,67,80,60,87,73,40,57,73,3,3,3,3,1,2,5,20.60353798,3,2,3,3,1,5,1,2.5,0,2.5,3,2.5,2,40,132500,5,3,5,26,0,0,0,0,1,0,0,8,2,2.5,1,0
503,,,,,,,,,,,,,,INTP,10,28,89,47,11,85,35,71,17,5,67,37,20,30,93,53,10,67,53,0,0,0,-2,0,1,8,19.61838216,1,1,0.75,-3,0.5,4,0,0,0,0,0,0,0,30,17500,0,-3,2,33,0,0,0,0,0,0,0,8,0,0,0,0
